-0.09698075,0.29434946,0.43171328,-0.1893335,-0.029945007
-0.120365,0.33991194,0.4478859,-0.171659,-0.018152975
-0.1313237,0.3209105,0.48170802,-0.3653517,0.03454742
-0.05262107,0.3278839,0.39522305,-0.12614015,-0.06751787
-0.18437253,0.43340537,0.5194074,-0.23645523,-0.1369264
0.15876521,-0.27586657,0.56530094,0.074810006,0.1658161
0.29571694,-0.17914413,0.61898583,0.1939067,0.07168339
-0.4071162,-0.34783104,0.5082612,0.16803305,-0.37437916
0.037131462,0.062183086,0.52305275,0.14283031,-0.048206024
0.12352605,-0.18429951,0.5998835,0.22157961,0.30209142
-0.17476968,-0.08391338,0.17945185,-0.034112558,0.41003224
-0.13114135,0.13810873,-0.05019213,-0.28644195,0.46926704
0.059243314,0.13547856,-0.013304489,-0.14801754,0.39342627
-0.3264846,0.14194083,0.068340905,-0.051971808,0.42818606
-0.25771675,0.08743965,0.10076854,-0.2289392,0.5364386
-0.2718876,0.30381587,0.54354954,-0.029813662,0.0009006557
-0.3310953,0.3679569,0.43734047,-0.060372304,-0.027515253
-0.3660894,0.21300362,0.6013172,-0.020284167,-0.21074663
-0.33413818,0.29598513,0.42508253,-0.08755423,-0.060427126
-0.37365064,0.24261554,0.6667944,0.15551357,-0.11681706
-0.2762053,0.008052438,0.23788838,-0.14653257,-0.31615233
-0.4122766,-0.26131147,-0.37218654,-0.39261314,-0.5473201
-0.6923227,-0.65641016,-0.44093955,-0.53484195,-0.5189733
-0.4535287,-0.4921407,-0.64945537,-0.61795026,-0.51824516
-0.079647936,-0.3480892,-0.6205646,-0.49800473,-0.63137984
-0.17862232,-0.22333165,0.782364,0.28416258,-0.29298553
0.045083858,-0.553142,0.7127118,0.16622347,-0.34719455
-0.119863756,-0.250166,0.8380491,0.25243267,-0.62916213
-0.084020086,-0.48615843,0.64405626,0.1982976,-0.4440076
-0.101290256,-0.23403211,0.62837744,0.22707619,-0.19045383
-0.22247928,-0.14334673,-0.5658081,-0.6142885,-0.56064284
-0.26825687,-0.41821072,-0.53275377,-0.48190176,-0.6238002
